,creativeId,probability
0,00349597,0.2255165878039328
1,0035f8c5,0.2106025278563526
2,003cef52,0.4794231556169005
3,00a65294,0.23976959676154777
4,00c0c875,0.39650198889676547
5,00f66436,0.10614529772971439
6,01729871,0.10570253819918624
7,0190e39e,0.1176217242676069
8,01923d81,0.123470456801396
9,01df0252,0.1176910225702606
10,01e39e46,0.548766833566682
11,02c91f6e,0.10691909447011576
12,02ef2cdf,0.12512991797642956
13,035f679d,0.22122359875287764
14,03ee85d5,0.10614529772971439
15,047644c0,0.3523442933796993
16,05229161,0.17186758168538835
17,057f3556,0.92263223742244
18,059475c5,0.23157735366714127
19,05ca5f37,0.22122359875287764
20,05e91365,0.11634188827866464
21,060d7ae4,0.31968595945325673
22,0712ed58,0.3585863543030748
23,07587d6c,0.11994285985694005
24,077a2221,0.9284854621381924
25,087005b0,0.4830740193701354
26,08863f65,0.234942877795325
27,088ba923,0.949755198459692
28,0979c3d3,0.2232044243431951
29,09c255da,0.12512991797642956
30,0a0832f8,0.2454803160014625
31,0a24650c,0.11496101262609912
32,0a2d3191,0.13289674679278823
33,0a7f9da5,0.3713551574718225
34,0a9079f3,0.10499920119881953
35,0ad42bfe,0.9284854621381924
36,0af5b78d,0.2973983919985964
37,0af7475d,0.18364539699085383
38,0b3e254b,0.3713551574718225
39,0c226e70,0.2690601809185559
40,0c3c7352,0.41567869852427863
41,0c992423,0.13519986301494946
42,0cbc8f00,0.29323479927327745
43,0cfcdf40,0.5483784188039138
44,0d3b66fc,0.9284854621381924
45,0dc21591,0.3523312163563768
46,0ee7b4d0,0.12442793491480465
47,0f516d93,0.4807200105412064
48,0fd7245a,0.10616480152444806
49,0ff00d08,0.8157228389781175
50,10084848,0.853874887067459
51,100bdfed,0.10452749914074795
52,10615dd9,0.42033841810659744
53,106252a2,0.11273635142440817
54,11bb82ce,0.10452749914074795
55,124ec3c3,0.22977680365990433
56,129927f1,0.8723318097443773
57,129baa95,0.5663124955452075
58,12c8d522,0.26723322297801927
59,12ce91a0,0.21014026453109078
60,130b2ac6,0.46023695357623373
61,132c5e68,0.10570253819918624
62,13b48b60,0.11231547773634479
63,13d9d3eb,0.5053686329962516
64,14299900,0.21144041453468718
65,148c9f17,0.47712045135597364
66,14ded30f,0.3769822834510621
67,1547c2b6,0.21820928339500298
68,1572d189,0.8455618778074809
69,1577fdfc,0.6892998447485021
70,15f00810,0.885668713945588
71,1614dcaf,0.10614529772971439
72,16770f05,0.3818226952975985
73,16eaac64,0.10855639685381586
74,171636ff,0.2760091526258509
75,178af061,0.12709102243786577
76,1864a2e8,0.602221660913804
77,187984dc,0.10732033678815267
78,189efcb4,0.2894083097278478
79,18b9e603,0.10614529772971439
80,18c899b5,0.3555571947228076
81,18f7dfe0,0.10546146452408137
82,191344c0,0.17995067440723983
83,192cbcb5,0.3281161560176809
84,19b78ca9,0.10499920119881953
85,1a0e4530,0.10614529772971439
86,1a2eb7f5,0.7174250265432568
87,1a425e67,0.7174250265432568
88,1a8288e5,0.10452749914074795
89,1aa3151d,0.10382416214038125
90,1aa410c6,0.10691909447011576
91,1abd073f,0.21787741475667946
92,1b248b8e,0.25585273887138565
93,1b398d98,0.1077826001134145
94,1b41fc29,0.21787741475667946
95,1b69423c,0.10452749914074795
96,1bee53b6,0.2688307401131663
97,1cbb090e,0.10499920119881953
98,1d1f1951,0.14088858456509143
